time,tag,camera,x,y
1639758714.009,5,2,3.822,6.48
1639758714.017,4,0,2.156,4.864
1639758714.044,5,2,3.822,6.48
1639758714.064,4,0,2.156,4.864
1639758714.08,5,2,3.822,6.48
1639758714.115,5,2,3.822,6.48
1639758714.112,4,0,2.156,4.864
1639758714.151,5,2,3.822,6.48
1639758714.164,4,0,2.156,4.864
1639758714.185,5,2,3.822,6.48
1639758714.211,4,0,2.156,4.864
1639758714.22,5,2,3.822,6.48
1639758714.255,5,2,3.822,6.48
1639758714.253,4,0,2.156,4.864
1639758714.289,5,2,3.822,6.48
1639758714.307,4,0,2.156,4.864
1639758714.324,5,2,3.822,6.48
1639758714.348,4,0,2.156,4.864
1639758714.36,5,2,3.822,6.48
1639758714.395,5,2,3.822,6.48
1639758714.395,4,0,2.156,4.864
1639758714.43,5,2,3.822,6.48
1639758714.449,4,0,2.156,4.864
1639758714.465,5,2,3.822,6.48
1639758714.501,5,2,3.822,6.48
1639758714.492,4,0,2.156,4.864
1639758714.536,5,2,3.822,6.48
1639758714.546,4,0,2.156,4.864
1639758714.571,5,2,3.822,6.48
1639758714.586,4,0,2.156,4.864
1639758714.606,5,2,3.823,6.48
1639758714.641,5,2,3.819,6.48
1639758714.632,4,0,2.156,4.864
1639758714.677,4,2,2.181,4.827
1639758714.677,5,2,3.815,6.48
1639758714.686,4,0,2.156,4.864
1639758714.712,4,2,2.181,4.83
1639758714.712,5,2,3.808,6.48
1639758714.733,4,0,2.156,4.869
1639758714.748,4,2,2.181,4.835
1639758714.748,5,2,3.8,6.479
1639758714.782,4,2,2.182,4.843
1639758714.782,5,2,3.791,6.479
1639758714.78,4,0,2.156,4.881
1639758714.817,4,2,2.182,4.851
1639758714.817,5,2,3.781,6.478
1639758714.833,4,0,2.156,4.897
1639758714.851,4,2,2.181,4.86
1639758714.851,5,2,3.772,6.478
1639758714.886,4,2,2.182,4.869
1639758714.886,5,2,3.763,6.478
1639758714.876,4,0,2.156,4.906
1639758714.92,4,2,2.181,4.879
1639758714.92,5,2,3.755,6.477
1639758714.93,4,0,2.156,4.923
1639758714.956,4,2,2.181,4.887
