time,tag,camera,x,y
1639758333.343,4,1,2.185,8.139
1639758333.356,5,2,0.575,6.492
1639758333.392,5,2,0.575,6.493
1639758333.387,4,1,2.185,8.139
1639758333.427,5,2,0.575,6.493
1639758333.438,4,1,2.185,8.139
1639758333.462,5,2,0.575,6.493
1639758333.481,4,1,2.185,8.139
1639758333.497,5,2,0.575,6.493
1639758333.524,4,1,2.185,8.139
1639758333.533,5,2,0.575,6.493
1639758333.569,5,2,0.575,6.493
1639758333.567,4,1,2.185,8.139
1639758333.605,5,2,0.575,6.493
1639758333.616,4,1,2.185,8.139
1639758333.64,5,2,0.575,6.493
1639758333.659,4,1,2.184,8.139
1639758333.676,5,2,0.575,6.493
1639758333.711,5,2,0.575,6.493
1639758333.748,5,2,0.575,6.493
1639758333.746,4,1,2.185,8.124
1639758333.784,5,2,0.575,6.492
1639758333.819,5,2,0.578,6.492
1639758333.855,5,2,0.583,6.493
1639758333.891,5,2,0.59,6.492
1639758333.928,5,2,0.598,6.492
1639758333.964,5,2,0.608,6.492
1639758333.999,5,2,0.617,6.492
1639758334.034,5,2,0.628,6.492
1639758334.07,5,2,0.638,6.492
1639758334.107,5,2,0.646,6.492
1639758334.101,4,1,2.185,8.029
1639758334.143,5,2,0.654,6.493
1639758334.178,5,2,0.663,6.492
1639758334.213,5,2,0.679,6.492
1639758334.248,5,2,0.687,6.491
1639758334.285,5,2,0.695,6.492
1639758334.321,5,2,0.703,6.491
1639758334.33,4,1,2.186,7.977
1639758334.356,5,2,0.712,6.491
1639758334.373,4,1,2.187,7.96
1639758334.391,5,2,0.72,6.491
1639758334.428,5,2,0.729,6.491
1639758334.464,5,2,0.738,6.49
1639758334.5,5,2,0.746,6.49
1639758334.535,5,2,0.754,6.49
1639758334.55,4,1,2.186,7.917
1639758334.571,5,2,0.764,6.49
1639758334.593,4,1,2.187,7.91
1639758334.606,5,2,0.773,6.49
1639758334.643,5,2,0.782,6.491
1639758334.637,4,1,2.186,7.894
1639758334.678,5,2,0.799,6.491
1639758334.687,4,1,2.187,7.885
1639758334.714,5,2,0.809,6.491
1639758334.73,4,1,2.187,7.876
1639758334.749,5,2,0.817,6.491
1639758334.773,4,1,2.188,7.859
1639758334.785,5,2,0.826,6.491
1639758334.821,5,2,0.833,6.49
1639758334.815,4,1,2.188,7.851
1639758334.857,5,2,0.841,6.49
1639758334.865,4,1,2.187,7.843
1639758334.893,5,2,0.848,6.49
1639758334.908,4,1,2.188,7.826
1639758334.929,5,2,0.857,6.49
1639758334.951,4,1,2.188,7.817
1639758334.964,5,2,0.865,6.49
1639758334.993,4,1,2.189,7.81
1639758335.001,5,2,0.873,6.49
1639758335.037,5,2,0.881,6.49
1639758335.037,4,1,2.189,7.793
1639758335.072,5,2,0.89,6.49
1639758335.086,4,1,2.189,7.785
1639758335.108,5,2,0.898,6.49
1639758335.129,4,1,2.189,7.776
1639758335.144,5,2,0.906,6.49
1639758335.18,5,2,0.919,6.49
1639758335.217,5,2,0.928,6.49
1639758335.214,4,1,2.189,7.751
1639758335.253,5,2,0.936,6.488
1639758335.263,4,1,2.19,7.742
1639758335.288,5,2,0.944,6.488
1639758335.306,4,1,2.19,7.734
1639758335.323,5,2,0.953,6.488
1639758335.349,4,1,2.191,7.716
1639758335.359,5,2,0.96,6.487
1639758335.394,5,2,0.97,6.487
1639758335.392,4,1,2.191,7.707
1639758335.429,5,2,0.979,6.487
1639758335.441,4,1,2.191,7.691
1639758335.465,5,2,0.988,6.486
1639758335.484,4,1,2.192,7.683
1639758335.5,5,2,0.997,6.486
1639758335.528,4,1,2.192,7.675
1639758335.536,5,2,1.006,6.485
1639758335.573,5,2,1.015,6.485
1639758335.571,4,1,2.193,7.66
1639758335.608,5,2,1.023,6.486
1639758335.621,4,1,2.193,7.651
1639758335.644,5,2,1.031,6.485
1639758335.664,4,1,2.193,7.643
1639758335.68,5,2,1.046,6.485
1639758335.707,4,1,2.193,7.624
1639758335.716,5,2,1.055,6.485
1639758335.753,5,2,1.064,6.486
1639758335.751,4,1,2.193,7.615
1639758335.789,5,2,1.073,6.485
1639758335.8,4,1,2.193,7.607
1639758335.824,5,2,1.082,6.485
1639758335.843,4,1,2.193,7.589
1639758335.859,5,2,1.09,6.486
1639758335.895,5,2,1.098,6.487
1639758335.932,5,2,1.106,6.486
1639758335.968,5,2,1.115,6.487
1639758336.003,5,2,1.123,6.486
1639758336.039,5,2,1.131,6.486
1639758336.076,5,2,1.139,6.485
1639758336.112,5,2,1.148,6.486
1639758336.149,5,2,1.164,6.485
1639758336.184,5,2,1.172,6.485
1639758336.201,4,1,2.195,7.504
1639758336.22,5,2,1.18,6.485
1639758336.244,4,1,2.196,7.488
1639758336.255,5,2,1.189,6.485
1639758336.292,5,2,1.197,6.485
1639758336.287,4,1,2.196,7.479
1639758336.328,5,2,1.205,6.486
1639758336.338,4,1,2.196,7.471
1639758336.364,5,2,1.214,6.486
1639758336.381,4,1,2.196,7.456
1639758336.399,5,2,1.223,6.486
1639758336.423,4,1,2.196,7.447
1639758336.434,5,2,1.232,6.486
1639758336.471,5,2,1.24,6.487
1639758336.467,4,1,2.197,7.431
1639758336.507,5,2,1.249,6.486
1639758336.517,4,1,2.197,7.423
1639758336.542,5,2,1.257,6.487
1639758336.56,4,1,2.197,7.415
1639758336.576,5,2,1.272,6.486
1639758336.603,4,1,2.198,7.398
1639758336.612,5,2,1.28,6.486
1639758336.649,5,2,1.287,6.486
1639758336.647,4,1,2.197,7.39
1639758336.684,5,2,1.296,6.486
1639758336.697,4,1,2.197,7.381
1639758336.72,5,2,1.303,6.486
1639758336.74,4,1,2.199,7.365
1639758336.756,5,2,1.312,6.487
1639758336.784,4,1,2.198,7.356
1639758336.792,5,2,1.32,6.486
1639758336.829,5,2,1.328,6.487
1639758336.827,4,1,2.198,7.348
1639758336.865,5,2,1.336,6.487
1639758336.878,4,1,2.199,7.33
1639758336.9,5,2,1.345,6.487
1639758336.921,4,1,2.199,7.321
1639758336.935,5,2,1.353,6.487
1639758336.965,4,1,2.199,7.313
1639758336.971,5,2,1.36,6.486
1639758337.009,5,2,1.37,6.485
1639758337.009,4,1,2.201,7.295
1639758337.044,5,2,1.378,6.484
1639758337.059,4,1,2.2,7.287
1639758337.079,5,2,1.394,6.483
1639758337.102,4,1,2.202,7.27
1639758337.115,5,2,1.403,6.482
1639758337.152,5,2,1.412,6.482
1639758337.145,4,1,2.203,7.261
1639758337.188,5,2,1.42,6.482
1639758337.197,4,1,2.203,7.253
1639758337.223,5,2,1.429,6.481
1639758337.241,4,1,2.204,7.245
1639758337.258,5,2,1.438,6.481
1639758337.284,4,1,2.205,7.229
1639758337.294,5,2,1.447,6.481
1639758337.331,5,2,1.457,6.481
1639758337.328,4,1,2.205,7.221
1639758337.367,5,2,1.454,6.48
1639758337.379,4,1,2.206,7.204
1639758337.401,5,2,1.453,6.481
1639758337.422,4,1,2.205,7.194
1639758337.437,5,2,1.452,6.481
1639758337.472,5,2,1.451,6.481
1639758337.466,4,1,2.206,7.176
1639758337.509,5,2,1.452,6.481
1639758337.516,4,1,2.206,7.167
1639758337.543,5,2,1.452,6.481
1639758337.56,4,1,2.207,7.157
1639758337.578,5,2,1.451,6.481
1639758337.603,4,1,2.206,7.14
1639758337.614,5,2,1.452,6.481
1639758337.65,5,2,1.452,6.481
1639758337.647,4,1,2.207,7.131
1639758337.685,5,2,1.452,6.481
1639758337.696,4,1,2.208,7.122
1639758337.721,5,2,1.452,6.481
1639758337.74,4,1,2.208,7.104
1639758337.756,5,2,1.452,6.481
1639758337.792,5,2,1.452,6.481
1639758337.784,4,1,2.209,7.096
1639758337.828,5,2,1.452,6.481
1639758337.828,4,1,2.21,7.088
1639758337.864,5,2,1.452,6.481
1639758337.877,4,1,2.21,7.071
1639758337.899,5,2,1.452,6.481
1639758337.921,4,1,2.21,7.062
1639758337.934,5,2,1.452,6.481
1639758337.97,5,2,1.452,6.481
1639758337.964,4,1,2.211,7.053
1639758338.006,5,2,1.452,6.481
1639758338.014,4,1,2.211,7.037
1639758338.041,5,2,1.452,6.481
1639758338.058,4,1,2.211,7.029
1639758338.076,4,2,2.23,6.99
1639758338.076,5,2,1.452,6.481
1639758338.111,4,2,2.231,6.982
1639758338.111,5,2,1.452,6.481
1639758338.146,4,2,2.231,6.974
1639758338.146,5,2,1.452,6.481
1639758338.11,4,1,2.212,7.013
1639758338.179,4,2,2.232,6.965
1639758338.179,5,2,1.452,6.481
1639758338.188,4,1,2.212,7.005
1639758338.214,4,2,2.232,6.957
1639758338.214,5,2,1.452,6.481
1639758338.247,4,2,2.233,6.949
1639758338.247,5,2,1.452,6.481
1639758338.241,4,1,2.213,6.996
1639758338.283,4,2,2.233,6.939
1639758338.283,5,2,1.452,6.481
1639758338.295,4,1,2.213,6.971
1639758338.316,4,2,2.233,6.931
1639758338.316,5,2,1.452,6.481
1639758338.352,4,2,2.234,6.924
1639758338.352,5,2,1.452,6.481
1639758338.386,4,2,2.234,6.915
1639758338.386,5,2,1.452,6.481
1639758338.421,4,2,2.234,6.906
1639758338.421,5,2,1.452,6.481
1639758338.456,4,2,2.236,6.899
1639758338.456,5,2,1.452,6.481
1639758338.49,4,2,2.235,6.891
1639758338.49,5,2,1.452,6.481
1639758338.525,4,2,2.236,6.882
1639758338.525,5,2,1.452,6.481
1639758338.56,4,2,2.236,6.874
1639758338.56,5,2,1.452,6.481
1639758338.595,4,2,2.236,6.866
1639758338.595,5,2,1.452,6.481
1639758338.63,4,2,2.237,6.857
1639758338.63,5,2,1.452,6.481
1639758338.663,4,2,2.237,6.848
1639758338.663,5,2,1.452,6.481
1639758338.7,4,2,2.238,6.841
1639758338.7,5,2,1.452,6.481
1639758338.735,4,2,2.237,6.833
1639758338.735,5,2,1.452,6.481
1639758338.769,4,2,2.238,6.824
1639758338.769,5,2,1.452,6.481
1639758338.805,4,2,2.239,6.815
1639758338.805,5,2,1.452,6.481
1639758338.839,4,2,2.24,6.798
1639758338.839,5,2,1.452,6.481
1639758338.876,4,2,2.241,6.789
1639758338.876,5,2,1.452,6.481
1639758338.911,4,2,2.241,6.781
1639758338.911,5,2,1.452,6.481
1639758338.946,4,2,2.242,6.774
1639758338.946,5,2,1.452,6.481
1639758338.983,4,2,2.243,6.766
1639758338.983,5,2,1.452,6.481
1639758339.017,4,2,2.243,6.76
1639758339.017,5,2,1.452,6.481
1639758339.054,4,2,2.243,6.752
1639758339.054,5,2,1.452,6.481
1639758339.089,4,2,2.244,6.743
1639758339.089,5,2,1.452,6.481
1639758339.124,4,2,2.244,6.735
1639758339.124,5,2,1.452,6.481
1639758339.16,4,2,2.244,6.726
1639758339.16,5,2,1.452,6.481
1639758339.197,4,2,2.244,6.717
1639758339.197,5,2,1.452,6.481
1639758339.233,4,2,2.245,6.708
1639758339.233,5,2,1.452,6.481
1639758339.268,4,2,2.246,6.7
1639758339.268,5,2,1.452,6.481
1639758339.305,4,2,2.245,6.692
1639758339.305,5,2,1.452,6.481
1639758339.341,4,2,2.246,6.683
1639758339.341,5,2,1.452,6.481
