time,tag,camera,x,y
1642260398582,4,1,2.22,8.166
1642260398631,4,1,2.22,8.166
1642260398686,4,1,2.22,8.166
1642260398719,5,2,0.561,6.49
1642260398735,4,1,2.22,8.166
1642260398783,4,1,2.22,8.166
1642260398832,4,1,2.22,8.166
1642260398880,4,1,2.22,8.166
1642260398935,4,1,2.22,8.166
1642260398967,5,2,0.561,6.49
1642260398983,4,1,2.22,8.166
1642260399032,4,1,2.22,8.166
1642260399081,4,1,2.22,8.166
1642260399135,5,2,0.561,6.49
1642260399129,4,1,2.22,8.166
1642260399176,5,2,0.561,6.49
1642260399180,4,1,2.22,8.166
1642260399224,5,2,0.561,6.49
1642260399234,4,1,2.22,8.166
1642260399263,5,2,0.561,6.49
1642260399283,4,1,2.22,8.166
1642260399331,4,1,2.22,8.166
1642260399344,5,2,0.561,6.49
1642260399380,4,1,2.22,8.166
1642260399444,4,1,2.22,8.166
1642260399472,5,2,0.563,6.49
1642260399496,4,1,2.22,8.166
1642260399513,5,2,0.567,6.489
1642260399561,5,2,0.573,6.489
1642260399552,4,1,2.22,8.166
1642260399601,5,2,0.579,6.488
1642260399610,4,1,2.22,8.166
1642260399641,5,2,0.595,6.488
1642260399661,4,1,2.22,8.161
1642260399713,4,1,2.22,8.156
1642260399731,5,2,0.61,6.488
1642260399772,5,2,0.617,6.488
1642260399764,4,1,2.22,8.144
1642260399812,5,2,0.631,6.488
1642260399828,4,1,2.22,8.138
1642260399853,5,2,0.638,6.489
1642260399883,4,1,2.219,8.123
1642260399894,5,2,0.645,6.488
1642260399943,5,2,0.652,6.489
1642260399939,4,1,2.22,8.106
1642260399984,5,2,0.667,6.489
1642260399995,4,1,2.22,8.093
1642260400025,5,2,0.673,6.487
1642260400045,4,1,2.219,8.086
1642260400096,4,1,2.22,8.074
1642260400114,5,2,0.694,6.487
1642260400154,5,2,0.702,6.486
1642260400150,4,1,2.22,8.067
1642260400196,5,2,0.709,6.486
1642260400213,4,1,2.22,8.053
1642260400243,5,2,0.716,6.486
1642260400264,4,1,2.22,8.039
1642260400284,5,2,0.73,6.486
1642260400314,4,1,2.22,8.032
1642260400325,5,2,0.736,6.485
1642260400366,5,2,0.742,6.485
1642260400365,4,1,2.22,8.018
