time,tag,camera,x,y
1639758676.04,5,2,0.569,6.485
1639758676.05,4,1,2.201,8.18
1639758676.075,5,2,0.569,6.485
1639758676.109,5,2,0.569,6.485
1639758676.099,4,1,2.201,8.18
1639758676.144,5,2,0.569,6.485
1639758676.154,4,1,2.201,8.18
1639758676.179,5,2,0.569,6.485
1639758676.198,4,1,2.201,8.18
1639758676.214,5,2,0.569,6.485
1639758676.248,5,2,0.569,6.485
1639758676.247,4,1,2.201,8.18
1639758676.282,5,2,0.569,6.485
1639758676.295,4,1,2.201,8.18
1639758676.316,5,2,0.569,6.485
1639758676.351,5,2,0.569,6.485
1639758676.351,4,1,2.201,8.18
1639758676.386,5,2,0.569,6.485
1639758676.4,4,1,2.201,8.18
1639758676.421,5,2,0.569,6.485
1639758676.457,5,2,0.569,6.485
1639758676.45,4,1,2.201,8.18
1639758676.492,5,2,0.57,6.485
1639758676.498,4,1,2.201,8.18
1639758676.526,5,2,0.574,6.485
1639758676.561,5,2,0.58,6.485
1639758676.554,4,1,2.201,8.18
1639758676.595,5,2,0.587,6.485
1639758676.601,4,1,2.201,8.18
1639758676.63,5,2,0.596,6.484
1639758676.647,4,1,2.201,8.18
1639758676.664,5,2,0.605,6.484
1639758676.699,5,2,0.614,6.484
1639758676.693,4,1,2.201,8.18
1639758676.735,5,2,0.623,6.483
1639758676.749,4,1,2.2,8.176
1639758676.77,5,2,0.632,6.482
1639758676.804,5,2,0.639,6.482
1639758676.797,4,1,2.201,8.172
1639758676.838,5,2,0.648,6.481
1639758676.841,4,1,2.199,8.158
1639758676.873,5,2,0.656,6.481
1639758676.908,5,2,0.665,6.48
1639758676.942,5,2,0.673,6.48
1639758676.977,5,2,0.683,6.48
1639758677.012,5,2,0.692,6.48
1639758677.048,5,2,0.702,6.48
1639758677.083,5,2,0.711,6.48
1639758677.084,4,1,2.195,8.094
1639758677.118,5,2,0.72,6.479
1639758677.152,5,2,0.728,6.48
1639758677.149,4,1,2.195,8.076
1639758677.186,5,2,0.737,6.479
1639758677.198,4,1,2.195,8.068
1639758677.221,5,2,0.744,6.479
1639758677.256,5,2,0.753,6.479
1639758677.246,4,1,2.194,8.052
1639758677.29,5,2,0.76,6.479
1639758677.301,4,1,2.194,8.036
1639758677.325,5,2,0.777,6.479
1639758677.36,5,2,0.786,6.479
1639758677.348,4,1,2.193,8.028
1639758677.394,5,2,0.794,6.479
1639758677.396,4,1,2.192,8.012
1639758677.429,5,2,0.803,6.479
1639758677.463,5,2,0.811,6.479
1639758677.446,4,1,2.191,8.004
1639758677.497,5,2,0.819,6.479
1639758677.5,4,1,2.19,7.987
1639758677.531,5,2,0.828,6.478
1639758677.549,4,1,2.19,7.978
1639758677.566,5,2,0.836,6.478
1639758677.601,5,2,0.844,6.478
1639758677.597,4,1,2.188,7.961
1639758677.636,5,2,0.853,6.478
1639758677.67,5,2,0.861,6.478
1639758677.652,4,1,2.189,7.952
1639758677.704,5,2,0.87,6.477
1639758677.705,4,1,2.187,7.935
1639758677.738,5,2,0.879,6.478
1639758677.773,5,2,0.887,6.477
1639758677.756,4,1,2.187,7.926
1639758677.808,5,2,0.896,6.477
1639758677.811,4,1,2.187,7.909
1639758677.843,5,2,0.905,6.477
1639758677.859,4,1,2.186,7.9
1639758677.878,5,2,0.913,6.477
1639758677.913,5,2,0.92,6.476
1639758677.909,4,1,2.186,7.884
1639758677.949,5,2,0.929,6.477
1639758677.956,4,1,2.186,7.875
1639758677.983,5,2,0.937,6.477
