time,tag,camera,x,y
1639758750.11,5,2,0.568,6.531
1639758750.132,4,1,2.202,8.159
1639758750.145,5,2,0.568,6.531
1639758750.181,5,2,0.568,6.531
1639758750.18,4,1,2.202,8.16
1639758750.217,5,2,0.568,6.531
1639758750.235,4,1,2.202,8.159
1639758750.251,5,2,0.568,6.531
1639758750.286,5,2,0.568,6.531
1639758750.278,4,1,2.202,8.159
1639758750.321,5,2,0.568,6.531
1639758750.334,4,1,2.202,8.16
1639758750.357,5,2,0.568,6.531
1639758750.392,5,2,0.568,6.531
1639758750.387,4,1,2.202,8.159
1639758750.427,5,2,0.568,6.531
1639758750.444,4,1,2.202,8.16
1639758750.463,5,2,0.568,6.531
1639758750.498,5,2,0.568,6.531
1639758750.493,4,1,2.202,8.159
1639758750.532,5,2,0.568,6.531
1639758750.546,4,1,2.202,8.16
1639758750.568,5,2,0.568,6.531
1639758750.603,5,2,0.568,6.531
1639758750.59,4,1,2.202,8.159
1639758750.638,5,2,0.568,6.531
1639758750.647,4,1,2.202,8.16
1639758750.673,5,2,0.572,6.531
1639758750.694,4,1,2.202,8.16
1639758750.708,5,2,0.578,6.53
1639758750.744,5,2,0.585,6.53
1639758750.737,4,1,2.202,8.157
1639758750.779,5,2,0.593,6.53
1639758750.792,4,1,2.202,8.153
1639758750.815,5,2,0.603,6.53
1639758750.84,4,1,2.202,8.147
1639758750.85,5,2,0.612,6.53
1639758750.884,5,2,0.621,6.53
1639758750.918,5,2,0.63,6.529
1639758750.953,5,2,0.639,6.53
1639758750.943,4,1,2.202,8.114
1639758750.988,5,2,0.648,6.529
1639758751.024,5,2,0.657,6.529
1639758751.044,4,1,2.201,8.088
1639758751.059,5,2,0.666,6.53
1639758751.095,5,2,0.675,6.53
1639758751.131,5,2,0.685,6.529
1639758751.148,4,1,2.202,8.061
1639758751.165,5,2,0.693,6.53
1639758751.2,5,2,0.703,6.53
1639758751.191,4,1,2.202,8.053
1639758751.235,5,2,0.711,6.53
1639758751.269,5,2,0.719,6.53
1639758751.288,4,1,2.202,8.026
1639758751.304,5,2,0.735,6.53
1639758751.338,5,2,0.743,6.53
1639758751.334,4,1,2.202,8.008
1639758751.375,5,2,0.751,6.53
1639758751.409,5,2,0.759,6.53
1639758751.418,4,1,2.202,7.991
1639758751.444,5,2,0.767,6.53
1639758751.454,4,1,2.203,7.973
1639758751.479,5,2,0.775,6.53
1639758751.489,4,1,2.203,7.965
1639758751.514,5,2,0.784,6.531
1639758751.525,4,1,2.203,7.956
1639758751.548,5,2,0.792,6.53
1639758751.561,4,1,2.203,7.948
1639758751.583,5,2,0.801,6.531
1639758751.596,4,1,2.204,7.94
1639758751.616,5,2,0.81,6.53
1639758751.65,5,2,0.818,6.531
1639758751.641,4,1,2.203,7.932
1639758751.682,5,2,0.826,6.53
1639758751.713,5,2,0.834,6.529
1639758751.747,5,2,0.842,6.529
1639758751.712,4,1,2.204,7.924
1639758751.778,5,2,0.851,6.529
1639758751.79,4,1,2.205,7.908
1639758751.813,5,2,0.858,6.528
1639758751.845,5,2,0.866,6.528
1639758751.837,4,1,2.205,7.892
1639758751.881,5,2,0.874,6.527
1639758751.915,5,2,0.883,6.527
1639758751.948,5,2,0.891,6.527
1639758751.899,4,1,2.205,7.874
1639758751.984,5,2,0.901,6.527
1639758752.017,5,2,0.91,6.528
1639758751.984,4,1,2.205,7.856
1639758752.05,5,2,0.917,6.528
1639758752.051,4,1,2.205,7.847
1639758752.082,5,2,0.925,6.529
1639758752.117,5,2,0.934,6.528
1639758752.152,5,2,0.942,6.529
1639758752.112,4,1,2.205,7.821
1639758752.183,5,2,0.95,6.53
1639758752.217,5,2,0.958,6.529
1639758752.25,5,2,0.966,6.529
1639758752.201,4,1,2.206,7.803
1639758752.284,5,2,0.975,6.529
1639758752.316,5,2,0.983,6.529
1639758752.285,4,1,2.207,7.788
1639758752.347,5,2,0.992,6.529
1639758752.381,5,2,1.001,6.53
1639758752.373,4,1,2.207,7.773
1639758752.416,5,2,1.009,6.529
1639758752.448,5,2,1.017,6.529
1639758752.432,4,1,2.206,7.749
1639758752.48,5,2,1.024,6.53
1639758752.514,5,2,1.032,6.529
1639758752.546,5,2,1.04,6.529
1639758752.512,4,1,2.206,7.723
1639758752.58,5,2,1.048,6.53
1639758752.612,5,2,1.056,6.529
1639758752.598,4,1,2.207,7.715
1639758752.646,5,2,1.066,6.529
1639758752.678,5,2,1.074,6.529
1639758752.669,4,1,2.206,7.691
1639758752.711,5,2,1.082,6.529
1639758752.744,5,2,1.091,6.529
1639758752.73,4,1,2.208,7.673
1639758752.777,5,2,1.1,6.529
1639758752.781,4,1,2.208,7.646
1639758752.813,5,2,1.109,6.529
1639758752.844,5,2,1.118,6.529
1639758752.878,5,2,1.127,6.529
1639758752.835,4,1,2.207,7.637
1639758752.91,5,2,1.137,6.53
1639758752.944,5,2,1.146,6.53
1639758752.918,4,1,2.208,7.621
1639758752.975,5,2,1.155,6.53
1639758753.01,5,2,1.162,6.531
1639758752.991,4,1,2.209,7.604
1639758753.041,5,2,1.17,6.531
1639758753.074,5,2,1.178,6.531
1639758753.072,4,1,2.208,7.587
1639758753.106,5,2,1.185,6.531
1639758753.142,5,2,1.193,6.53
1639758753.172,5,2,1.201,6.53
1639758753.137,4,1,2.209,7.569
1639758753.206,5,2,1.209,6.531
1639758753.237,5,2,1.217,6.531
1639758753.215,4,1,2.21,7.543
1639758753.271,5,2,1.225,6.53
1639758753.303,5,2,1.233,6.53
1639758753.284,4,1,2.21,7.526
1639758753.336,5,2,1.241,6.531
1639758753.369,5,2,1.249,6.53
1639758753.354,4,1,2.21,7.509
1639758753.401,5,2,1.257,6.531
1639758753.434,5,2,1.265,6.53
1639758753.421,4,1,2.211,7.493
1639758753.468,5,2,1.273,6.53
