time,tag,camera,x,y
1642255126148,4,0,2.174,4.882
1642255126147,4,2,2.201,4.841
1642255126147,5,2,3.829,6.487
1642255126182,4,0,2.174,4.882
1642255126215,4,0,2.174,4.882
1642255126212,4,2,2.201,4.841
1642255126212,5,2,3.828,6.487
1642255126249,4,0,2.174,4.882
1642255126283,4,0,2.174,4.882
1642255126277,4,2,2.201,4.841
1642255126277,5,2,3.828,6.487
1642255126317,4,0,2.174,4.882
1642255126351,4,0,2.174,4.882
1642255126337,4,2,2.201,4.841
1642255126337,5,2,3.828,6.487
1642255126382,4,0,2.174,4.882
1642255126385,4,2,2.201,4.841
1642255126385,5,2,3.828,6.487
1642255126416,4,0,2.174,4.882
1642255126449,4,0,2.174,4.882
1642255126431,4,2,2.201,4.842
1642255126431,5,2,3.829,6.487
1642255126482,4,0,2.174,4.882
1642255126518,4,0,2.174,4.882
1642255126499,4,2,2.201,4.841
1642255126499,5,2,3.829,6.487
1642255126550,4,0,2.174,4.882
1642255126566,4,2,2.201,4.841
1642255126566,5,2,3.829,6.487
1642255126582,4,0,2.174,4.882
1642255126615,4,0,2.174,4.885
1642255126614,4,2,2.201,4.842
1642255126614,5,2,3.822,6.487
1642255126649,4,0,2.174,4.889
1642255126661,4,2,2.201,4.846
1642255126661,5,2,3.811,6.487
1642255126683,4,0,2.174,4.893
1642255126717,4,0,2.174,4.899
1642255126708,4,2,2.202,4.85
1642255126708,5,2,3.804,6.486
1642255126751,4,0,2.175,4.904
1642255126786,4,0,2.175,4.91
1642255126769,4,2,2.202,4.862
1642255126769,5,2,3.789,6.487
1642255126819,4,0,2.174,4.917
1642255126853,4,0,2.174,4.924
1642255126828,4,2,2.202,4.868
1642255126828,5,2,3.783,6.486
1642255126897,4,2,2.202,4.882
1642255126897,5,2,3.77,6.487
1642255126944,4,2,2.203,4.896
1642255126944,5,2,3.759,6.487
1642255127004,4,2,2.203,4.91
1642255127004,5,2,3.746,6.487
1642255127133,4,2,2.204,4.932
1642255127133,5,2,3.728,6.486
1642255127180,4,2,2.204,4.945
1642255127180,5,2,3.715,6.486
1642255127241,4,2,2.204,4.959
1642255127241,5,2,3.702,6.485
1642255127289,4,2,2.204,4.965
1642255127289,5,2,3.696,6.485
1642255127335,4,2,2.205,4.978
1642255127335,5,2,3.683,6.485
1642255127392,4,2,2.204,4.985
1642255127392,5,2,3.676,6.485
1642255127454,4,2,2.205,4.998
1642255127454,5,2,3.663,6.485
1642255127503,4,2,2.205,5.011
1642255127503,5,2,3.65,6.484
1642255127554,4,2,2.204,5.019
1642255127554,5,2,3.643,6.484
1642255127619,4,2,2.204,5.032
1642255127619,5,2,3.63,6.482
1642255127678,4,2,2.204,5.039
1642255127678,5,2,3.625,6.482
1642255127731,4,2,2.204,5.053
1642255127731,5,2,3.611,6.482
1642255127790,4,2,2.205,5.067
1642255127790,5,2,3.598,6.481
1642255127841,4,2,2.206,5.081
1642255127841,5,2,3.585,6.481
1642255127888,4,2,2.206,5.095
1642255127888,5,2,3.571,6.48
1642255127948,4,2,2.206,5.103
1642255127948,5,2,3.563,6.479
1642255128007,4,2,2.206,5.115
1642255128007,5,2,3.551,6.48
1642255128054,4,2,2.206,5.122
1642255128054,5,2,3.545,6.48
1642255128102,4,2,2.206,5.135
1642255128102,5,2,3.535,6.48
1642255128164,4,2,2.206,5.14
1642255128164,5,2,3.528,6.48
1642255128223,4,2,2.207,5.153
1642255128223,5,2,3.517,6.481
1642255128282,4,2,2.206,5.167
1642255128282,5,2,3.505,6.48
1642255128331,4,2,2.207,5.173
1642255128331,5,2,3.5,6.48
1642255128380,4,2,2.206,5.187
1642255128380,5,2,3.486,6.479
1642255128443,4,2,2.207,5.201
1642255128443,5,2,3.472,6.477
1642255128505,4,2,2.207,5.208
1642255128505,5,2,3.465,6.477
1642255128560,4,2,2.208,5.223
1642255128560,5,2,3.452,6.477
1642255128613,4,2,2.209,5.237
1642255128613,5,2,3.439,6.476
1642255128669,4,2,2.209,5.25
1642255128669,5,2,3.427,6.476
1642255128722,4,2,2.209,5.257
1642255128722,5,2,3.421,6.476
1642255128777,4,2,2.211,5.271
1642255128777,5,2,3.408,6.474
1642255128834,4,2,2.211,5.278
1642255128834,5,2,3.401,6.475
1642255128889,4,2,2.212,5.291
1642255128889,5,2,3.388,6.474
1642255128942,4,2,2.211,5.302
1642255128942,5,2,3.374,6.474
1642255128994,4,2,2.212,5.308
1642255128994,5,2,3.367,6.474
1642255129045,4,2,2.211,5.321
1642255129045,5,2,3.354,6.475
1642255129097,4,2,2.211,5.336
1642255129097,5,2,3.342,6.475
1642255129154,4,2,2.212,5.343
1642255129154,5,2,3.336,6.474
1642255129207,4,2,2.211,5.358
1642255129207,5,2,3.323,6.474
1642255129265,4,2,2.212,5.364
1642255129265,5,2,3.318,6.473
1642255129320,4,2,2.212,5.378
1642255129320,5,2,3.305,6.473
1642255129373,4,2,2.213,5.392
1642255129373,5,2,3.29,6.472
1642255129428,4,2,2.212,5.399
1642255129428,5,2,3.284,6.472
1642255129482,4,2,2.213,5.412
1642255129482,5,2,3.271,6.472
