time,tag,camera,x,y
1642260672557,5,2,0.582,6.526
1642260672588,4,1,2.227,8.175
1642260672626,4,1,2.227,8.175
1642260672625,5,2,0.582,6.526
1642260672663,4,1,2.227,8.175
1642260672673,5,2,0.582,6.526
1642260672699,4,1,2.227,8.175
1642260672735,4,1,2.227,8.175
1642260672725,5,2,0.582,6.526
1642260672771,4,1,2.227,8.175
1642260672773,5,2,0.582,6.526
1642260672808,4,1,2.227,8.175
1642260672844,4,1,2.227,8.176
1642260672842,5,2,0.582,6.527
1642260672880,4,1,2.228,8.175
1642260672890,5,2,0.582,6.527
1642260672917,4,1,2.227,8.175
1642260672954,4,1,2.227,8.175
1642260672937,5,2,0.583,6.526
1642260672991,4,1,2.227,8.176
1642260673007,5,2,0.582,6.527
1642260673028,4,1,2.227,8.175
1642260673065,4,1,2.227,8.175
1642260673064,5,2,0.582,6.526
1642260673102,4,1,2.227,8.175
1642260673141,4,1,2.227,8.175
1642260673132,5,2,0.583,6.526
1642260673180,4,1,2.227,8.175
1642260673193,5,2,0.582,6.526
1642260673218,4,1,2.227,8.175
1642260673255,4,1,2.227,8.175
1642260673241,5,2,0.588,6.526
1642260673292,4,1,2.227,8.175
1642260673303,5,2,0.6,6.527
1642260673329,4,1,2.227,8.175
1642260673367,4,1,2.227,8.175
1642260673357,5,2,0.607,6.526
1642260673404,4,1,2.228,8.175
1642260673405,5,2,0.621,6.528
1642260673441,4,1,2.227,8.176
1642260673477,4,1,2.227,8.175
1642260673454,5,2,0.635,6.528
1642260673514,4,1,2.228,8.172
1642260673522,5,2,0.642,6.528
1642260673551,4,1,2.227,8.168
1642260673587,4,1,2.226,8.163
1642260673624,4,1,2.226,8.157
1642260673625,5,2,0.666,6.529
1642260673662,4,1,2.225,8.144
1642260673697,4,1,2.225,8.137
1642260673695,5,2,0.673,6.529
1642260673734,4,1,2.224,8.13
1642260673772,4,1,2.225,8.123
1642260673754,5,2,0.687,6.529
1642260673809,4,1,2.223,8.116
1642260673846,4,1,2.223,8.109
1642260673820,5,2,0.702,6.529
1642260673882,4,1,2.223,8.102
1642260673883,5,2,0.719,6.529
1642260673919,4,1,2.223,8.096
1642260673958,4,1,2.223,8.09
1642260673943,5,2,0.726,6.529
1642260673994,4,1,2.223,8.078
1642260673999,5,2,0.74,6.529
1642260674031,4,1,2.223,8.072
1642260674069,4,1,2.223,8.066
1642260674054,5,2,0.753,6.53
1642260674106,4,1,2.222,8.059
1642260674122,5,2,0.765,6.529
1642260674144,4,1,2.222,8.052
1642260674182,4,1,2.221,8.045
1642260674175,5,2,0.779,6.529
1642260674218,4,1,2.222,8.038
1642260674255,4,1,2.221,8.03
1642260674250,5,2,0.792,6.529
1642260674292,4,1,2.22,8.015
1642260674327,4,1,2.219,8.008
1642260674326,5,2,0.799,6.528
1642260674364,4,1,2.22,8.001
1642260674402,4,1,2.218,7.994
1642260674391,5,2,0.814,6.527
1642260674441,4,1,2.218,7.987
1642260674442,5,2,0.834,6.527
1642260674480,4,1,2.217,7.98
1642260674518,4,1,2.217,7.973
1642260674494,5,2,0.847,6.527
1642260674556,4,1,2.217,7.966
1642260674566,5,2,0.854,6.527
1642260674594,4,1,2.217,7.953
1642260674621,5,2,0.866,6.528
1642260674633,4,1,2.215,7.947
1642260674671,4,1,2.216,7.941
1642260674670,5,2,0.88,6.528
1642260674710,4,1,2.215,7.934
1642260674718,5,2,0.893,6.53
1642260674748,4,1,2.216,7.928
1642260674785,4,1,2.215,7.921
1642260674767,5,2,0.9,6.53
1642260674824,4,1,2.215,7.907
1642260674834,5,2,0.906,6.53
1642260674861,4,1,2.214,7.901
1642260674886,5,2,0.918,6.531
1642260674900,4,1,2.214,7.894
1642260674937,4,1,2.213,7.887
1642260674936,5,2,0.932,6.53
1642260674974,4,1,2.214,7.88
