time,tag,camera,x,y
1642255020321,4,1,2.209,8.145
1642255020320,5,2,0.56,6.468
1642255020362,4,1,2.209,8.145
1642255020381,5,2,0.56,6.468
1642255020403,4,1,2.209,8.145
1642255020451,4,1,2.209,8.145
1642255020446,5,2,0.56,6.468
1642255020492,4,1,2.209,8.145
1642255020533,4,1,2.209,8.145
1642255020522,5,2,0.56,6.468
1642255020581,4,1,2.209,8.145
1642255020600,5,2,0.56,6.468
1642255020622,4,1,2.209,8.145
1642255020667,4,1,2.209,8.145
1642255020665,5,2,0.56,6.468
1642255020714,4,1,2.209,8.145
1642255020730,5,2,0.56,6.468
1642255020758,4,1,2.209,8.145
1642255020791,5,2,0.56,6.468
1642255020805,4,1,2.209,8.145
1642255020848,5,2,0.56,6.468
1642255020861,4,1,2.209,8.145
1642255020900,5,2,0.56,6.468
1642255020917,4,1,2.209,8.145
1642255020957,5,2,0.56,6.468
1642255020964,4,1,2.209,8.145
1642255021014,5,2,0.561,6.467
1642255021021,4,1,2.209,8.145
1642255021052,5,2,0.569,6.467
1642255021063,4,1,2.209,8.145
1642255021104,4,1,2.209,8.145
1642255021096,5,2,0.581,6.467
1642255021138,4,1,2.209,8.145
1642255021148,5,2,0.588,6.466
1642255021195,5,2,0.595,6.466
1642255021187,4,1,2.209,8.145
1642255021234,5,2,0.61,6.466
1642255021244,4,1,2.209,8.145
1642255021298,4,1,2.209,8.145
1642255021332,5,2,0.626,6.467
1642255021358,4,1,2.208,8.14
1642255021377,5,2,0.641,6.466
1642255021404,4,1,2.209,8.134
1642255021420,5,2,0.648,6.467
1642255021451,4,1,2.208,8.123
1642255021463,5,2,0.659,6.466
1642255021498,4,1,2.207,8.116
1642255021512,5,2,0.665,6.466
1642255021552,4,1,2.207,8.103
1642255021573,5,2,0.67,6.465
1642255021598,4,1,2.208,8.095
1642255021620,5,2,0.683,6.465
1642255021688,5,2,0.697,6.465
1642255021711,4,1,2.207,8.074
1642255021729,5,2,0.704,6.465
1642255021769,5,2,0.718,6.465
1642255021759,4,1,2.207,8.06
1642255021802,5,2,0.726,6.465
1642255021807,4,1,2.207,8.053
1642255021843,5,2,0.74,6.464
1642255021883,5,2,0.747,6.464
1642255021868,4,1,2.207,8.04
1642255021916,5,2,0.754,6.464
1642255021916,4,1,2.206,8.033
1642255021956,5,2,0.761,6.464
1642255021996,5,2,0.768,6.465
1642255022019,4,1,2.207,8.004
1642255022036,5,2,0.775,6.465
1642255022053,4,1,2.206,7.997
1642255022074,5,2,0.782,6.464
1642255022113,5,2,0.79,6.464
1642255022102,4,1,2.207,7.983
1642255022144,4,1,2.207,7.976
1642255022144,5,2,0.803,6.465
1642255022186,4,1,2.207,7.97
1642255022204,5,2,0.809,6.465
1642255022235,4,1,2.207,7.956
1642255022254,5,2,0.816,6.465
1642255022277,4,1,2.207,7.95
1642255022301,5,2,0.83,6.465
1642255022319,4,1,2.207,7.944
1642255022355,5,2,0.837,6.465
1642255022367,4,1,2.206,7.933
1642255022410,4,1,2.206,7.926
1642255022406,5,2,0.851,6.464
1642255022451,4,1,2.207,7.92
1642255022458,5,2,0.857,6.464
1642255022499,4,1,2.206,7.913
1642255022515,5,2,0.872,6.464
1642255022542,4,1,2.206,7.899
