time,tag,camera,x,y
1642255053652,4,0,2.15,4.875
1642255053686,4,0,2.15,4.875
1642255053661,4,2,2.178,4.833
1642255053661,5,2,3.823,6.495
1642255053720,4,0,2.15,4.874
1642255053727,4,2,2.178,4.833
1642255053727,5,2,3.823,6.495
1642255053754,4,0,2.15,4.875
1642255053788,4,0,2.15,4.875
1642255053785,4,2,2.178,4.833
1642255053785,5,2,3.823,6.495
1642255053822,4,0,2.15,4.875
1642255053857,4,0,2.15,4.874
1642255053846,4,2,2.178,4.833
1642255053846,5,2,3.823,6.495
1642255053892,4,0,2.15,4.875
1642255053927,4,0,2.15,4.874
1642255053905,4,2,2.178,4.833
1642255053905,5,2,3.823,6.495
1642255053961,4,0,2.15,4.874
1642255053966,4,2,2.178,4.833
1642255053966,5,2,3.823,6.495
1642255053996,4,0,2.15,4.875
1642255054029,4,0,2.15,4.875
1642255054028,4,2,2.178,4.833
1642255054028,5,2,3.823,6.495
1642255054064,4,0,2.15,4.874
1642255054100,4,0,2.151,4.875
1642255054087,4,2,2.178,4.833
1642255054087,5,2,3.823,6.495
1642255054135,4,0,2.15,4.875
1642255054168,4,0,2.15,4.874
1642255054151,4,2,2.178,4.833
1642255054151,5,2,3.823,6.495
1642255054203,4,0,2.15,4.874
1642255054237,4,0,2.15,4.875
1642255054211,4,2,2.178,4.833
1642255054211,5,2,3.823,6.495
1642255054271,4,0,2.15,4.875
1642255054272,4,2,2.178,4.833
1642255054272,5,2,3.822,6.495
1642255054306,4,0,2.15,4.874
1642255054340,4,0,2.15,4.875
1642255054333,4,2,2.178,4.833
1642255054333,5,2,3.822,6.495
1642255054374,4,0,2.15,4.874
1642255054409,4,0,2.15,4.874
1642255054393,4,2,2.178,4.833
1642255054393,5,2,3.822,6.495
1642255054443,4,0,2.15,4.874
1642255054478,4,0,2.151,4.877
1642255054452,4,2,2.178,4.833
1642255054452,5,2,3.823,6.496
1642255054513,4,0,2.151,4.88
1642255054547,4,0,2.151,4.885
1642255054519,4,2,2.178,4.835
1642255054519,5,2,3.815,6.496
1642255054581,4,0,2.151,4.891
1642255054582,4,2,2.177,4.843
1642255054582,5,2,3.804,6.497
1642255054615,4,0,2.151,4.897
1642255054650,4,0,2.152,4.903
1642255054646,4,2,2.178,4.854
1642255054646,5,2,3.791,6.496
1642255054685,4,0,2.152,4.91
1642255054720,4,0,2.152,4.917
1642255054706,4,2,2.179,4.868
1642255054706,5,2,3.777,6.496
1642255054761,4,2,2.18,4.881
1642255054761,5,2,3.763,6.496
1642255054808,4,2,2.18,4.888
1642255054808,5,2,3.756,6.495
1642255054859,4,2,2.18,4.902
1642255054859,5,2,3.743,6.495
1642255054910,4,2,2.181,4.909
1642255054910,5,2,3.736,6.495
1642255054953,4,2,2.181,4.923
1642255054953,5,2,3.724,6.495
1642255055002,4,2,2.182,4.929
1642255055002,5,2,3.719,6.496
1642255055050,4,2,2.183,4.943
1642255055050,5,2,3.707,6.496
1642255055093,4,2,2.183,4.95
1642255055093,5,2,3.7,6.496
1642255055142,4,2,2.183,4.963
1642255055142,5,2,3.688,6.496
1642255055190,4,2,2.183,4.97
1642255055190,5,2,3.682,6.495
1642255055239,4,2,2.184,4.976
1642255055239,5,2,3.675,6.496
1642255055297,4,2,2.184,4.99
1642255055297,5,2,3.663,6.496
1642255055357,4,2,2.184,4.997
1642255055357,5,2,3.656,6.496
1642255055419,4,2,2.185,5.011
1642255055419,5,2,3.643,6.496
1642255055482,4,2,2.185,5.024
1642255055482,5,2,3.63,6.496
1642255055545,4,2,2.186,5.037
1642255055545,5,2,3.617,6.496
1642255055605,4,2,2.186,5.051
1642255055605,5,2,3.604,6.495
1642255055668,4,2,2.187,5.064
1642255055668,5,2,3.59,6.495
1642255055729,4,2,2.188,5.07
1642255055729,5,2,3.584,6.495
1642255055799,4,2,2.188,5.083
1642255055799,5,2,3.571,6.494
1642255055863,4,2,2.188,5.097
1642255055863,5,2,3.558,6.494
1642255055924,4,2,2.189,5.11
1642255055924,5,2,3.545,6.494
1642255055987,4,2,2.189,5.124
1642255055987,5,2,3.531,6.494
1642255056047,4,2,2.189,5.137
1642255056047,5,2,3.517,6.494
1642255056115,4,2,2.19,5.151
1642255056115,5,2,3.503,6.494
1642255056180,4,2,2.191,5.166
1642255056180,5,2,3.491,6.495
1642255056238,4,2,2.192,5.18
1642255056238,5,2,3.481,6.495
1642255056296,4,2,2.192,5.192
1642255056296,5,2,3.469,6.495
1642255056356,4,2,2.193,5.199
1642255056356,5,2,3.463,6.495
1642255056416,4,2,2.194,5.212
1642255056416,5,2,3.451,6.495
1642255056475,4,2,2.195,5.225
1642255056475,5,2,3.437,6.495
1642255056537,4,2,2.195,5.238
1642255056537,5,2,3.424,6.494
1642255056601,4,2,2.196,5.245
1642255056601,5,2,3.418,6.494
1642255056658,4,2,2.197,5.26
1642255056658,5,2,3.403,6.493
1642255056721,4,2,2.197,5.275
1642255056721,5,2,3.391,6.493
1642255056783,4,2,2.198,5.288
1642255056783,5,2,3.379,6.493
1642255056842,4,2,2.197,5.3
1642255056842,5,2,3.366,6.493
1642255056906,4,2,2.198,5.313
1642255056906,5,2,3.353,6.493
1642255056967,4,2,2.198,5.32
1642255056967,5,2,3.346,6.493
1642255057030,4,2,2.199,5.334
1642255057030,5,2,3.331,6.493
1642255057095,4,2,2.199,5.348
1642255057095,5,2,3.318,6.491
1642255057164,4,2,2.2,5.361
1642255057164,5,2,3.306,6.492
1642255057206,4,2,2.2,5.374
1642255057206,5,2,3.295,6.493
1642255057247,4,2,2.201,5.388
1642255057247,5,2,3.282,6.493
1642255057299,4,2,2.201,5.396
1642255057299,5,2,3.275,6.493
1642255057342,4,2,2.201,5.409
1642255057342,5,2,3.263,6.492
1642255057393,4,2,2.201,5.415
1642255057393,5,2,3.256,6.492
1642255057433,4,2,2.202,5.429
1642255057433,5,2,3.242,6.492
1642255057477,4,2,2.202,5.435
1642255057477,5,2,3.237,6.493
1642255057522,4,2,2.202,5.442
1642255057522,5,2,3.229,6.492
1642255057560,4,2,2.202,5.448
1642255057560,5,2,3.222,6.492
1642255057603,4,2,2.202,5.462
1642255057603,5,2,3.208,6.492
1642255057641,4,2,2.202,5.469
1642255057641,5,2,3.202,6.492
1642255057675,4,2,2.203,5.476
1642255057675,5,2,3.195,6.492
1642255057716,4,2,2.203,5.482
1642255057716,5,2,3.189,6.492
1642255057764,4,2,2.203,5.489
1642255057764,5,2,3.181,6.492
1642255057813,4,2,2.204,5.502
1642255057813,5,2,3.168,6.492
1642255057856,4,2,2.204,5.507
1642255057856,5,2,3.161,6.491
1642255057904,4,2,2.205,5.52
1642255057904,5,2,3.149,6.492
1642255057953,4,2,2.205,5.527
1642255057953,5,2,3.143,6.49
1642255058013,4,2,2.205,5.533
1642255058013,5,2,3.135,6.49
1642255058075,4,2,2.206,5.547
1642255058075,5,2,3.123,6.49
1642255058145,4,2,2.206,5.56
1642255058145,5,2,3.109,6.49
1642255058216,4,2,2.205,5.566
1642255058216,5,2,3.102,6.49
1642255058286,4,2,2.206,5.586
1642255058286,5,2,3.081,6.49
1642255058348,4,2,2.207,5.6
1642255058348,5,2,3.068,6.489
1642255058408,4,2,2.207,5.613
